user_id,age,age_group,gender,country,account_age_months,subscription_type,monthly_fee,payment_method,primary_device,devices_used,favorite_genre,avg_watch_time_minutes,watch_sessions_per_week,binge_watch_sessions,completion_rate,rating_given,content_interactions,recommendation_click_rate,days_since_last_login,churned
U102836,21,Young,Female,Japan,28,Basic,15.99,UPI,Laptop,3,Comedy,53,17,2,72,3.4,30,64,27,No
U102837,41,Adult,Female,Brazil,48,Premium,12.99,Debit Card,Mobile,2,Thriller,213,14,11,96,2.6,34,68,7,No
U102838,51,Senior,Female,India,52,Standard,12.99,Credit Card,Smart TV,1,Horror,36,16,7,51,4.7,27,39,48,Yes
U102839,47,Senior,Female,France,50,Standard,12.99,Debit Card,Smart TV,2,Romance,221,15,1,38,1.2,18,57,49,No
U102840,35,Adult,Other,Australia,4,Standard,7.99,PayPal,Smart TV,3,Romance,110,3,2,60,2.3,25,67,41,No
U102841,36,Adult,Female,Brazil,27,Standard,15.99,UPI,Laptop,3,Comedy,75,2,14,69,1.7,29,49,11,No
U102842,48,Senior,Other,India,36,Basic,12.99,Credit Card,Tablet,1,Drama,234,5,12,74,4.1,26,66,3,No
U102843,36,Adult,Female,Brazil,24,Standard,12.99,PayPal,Mobile,2,Romance,257,9,13,42,3.7,42,63,41,No
U102844,63,Senior,Male,Japan,58,Standard,7.99,Debit Card,Mobile,1,Drama,151,16,13,32,2.9,16,84,26,No
U102845,36,Adult,Male,UK,57,Standard,12.99,Credit Card,Mobile,2,Thriller,297,6,4,38,2.9,0,15,38,No
U102846,39,Adult,Female,UK,24,Basic,15.99,UPI,Tablet,2,Horror,247,8,8,67,2.7,43,19,47,Yes
U102847,41,Adult,Male,Germany,3,Basic,7.99,Credit Card,Mobile,3,Romance,265,18,4,61,2.3,1,11,23,No
U102848,62,Senior,Female,Japan,45,Premium,12.99,Credit Card,Smart TV,3,Sci-Fi,66,3,3,91,3.1,7,81,56,Yes
U102849,29,Adult,Other,USA,19,Basic,12.99,PayPal,Smart TV,2,Drama,126,13,8,41,4.2,41,27,22,No
U102850,47,Senior,Male,Brazil,39,Basic,15.99,UPI,Laptop,2,Sci-Fi,274,11,13,32,1.8,10,57,39,No
U102851,55,Senior,Female,Brazil,49,Premium,7.99,Credit Card,Tablet,3,Action,292,3,8,49,1.7,20,90,14,Yes
U102852,48,Senior,Female,Canada,9,Basic,12.99,UPI,Smart TV,1,Thriller,54,5,10,98,4.1,7,86,4,No
U102853,53,Senior,Other,France,22,Basic,7.99,Credit Card,Smart TV,2,Action,276,17,9,84,3.7,25,82,27,No
U102854,36,Adult,Other,USA,58,Basic,7.99,PayPal,Tablet,2,Sci-Fi,78,9,7,60,3.6,34,15,41,No
U102855,62,Senior,Female,Spain,22,Premium,12.99,PayPal,Smart TV,1,Sci-Fi,290,15,9,85,2.7,14,79,1,No
U102856,53,Senior,Female,Canada,55,Basic,12.99,Credit Card,Laptop,1,Action,161,1,3,87,4.5,9,5,21,No
U102857,47,Senior,Female,UK,16,Standard,12.99,Debit Card,Tablet,2,Thriller,97,18,5,46,2.6,35,83,5,No
U102858,50,Senior,Female,Germany,56,Premium,7.99,Credit Card,Tablet,2,Sci-Fi,170,10,11,83,2.6,32,65,43,No
U102859,35,Adult,Female,Australia,8,Premium,12.99,PayPal,Smart TV,3,Thriller,241,18,4,83,2.4,29,23,27,No
U102860,45,Senior,Female,Germany,17,Premium,7.99,Debit Card,Laptop,2,Thriller,98,8,4,91,1.3,19,13,55,No
U102861,64,Senior,Other,USA,48,Premium,12.99,PayPal,Laptop,3,Sci-Fi,186,7,2,85,3.3,6,15,46,No
U102862,28,Adult,Male,India,37,Standard,12.99,UPI,Laptop,1,Romance,267,1,13,50,3,31,59,33,No
U102863,62,Senior,Female,India,27,Premium,15.99,Credit Card,Mobile,1,Documentary,260,5,12,63,2.7,26,14,41,No
U102864,50,Senior,Female,Japan,35,Basic,7.99,Credit Card,Laptop,2,Documentary,109,18,5,30,2.7,35,72,2,No
U102865,34,Adult,Other,Spain,35,Standard,7.99,UPI,Mobile,2,Romance,232,13,12,67,3.6,39,13,52,No
U102866,23,Young,Male,Brazil,14,Standard,12.99,Debit Card,Mobile,1,Documentary,215,11,14,63,4.8,31,17,18,No
U102867,21,Young,Other,Canada,52,Premium,15.99,UPI,Tablet,3,Documentary,88,2,12,88,3.6,19,58,54,No
U102868,37,Adult,Other,Japan,43,Basic,7.99,UPI,Smart TV,2,Drama,55,8,4,67,5,23,42,44,Yes
U102869,64,Senior,Female,Japan,41,Basic,12.99,UPI,Mobile,3,Documentary,35,11,6,56,4.8,20,73,15,No
U102870,44,Adult,Female,Brazil,22,Premium,15.99,Credit Card,Mobile,1,Action,157,19,4,64,2.1,46,31,4,No
U102871,32,Adult,Other,Japan,22,Standard,7.99,UPI,Tablet,3,Documentary,108,13,7,91,4.6,2,62,7,No
U102872,23,Young,Female,Japan,52,Standard,15.99,PayPal,Mobile,2,Documentary,268,10,14,34,1.9,21,85,10,No
U102873,64,Senior,Female,Brazil,11,Standard,15.99,Debit Card,Mobile,1,Romance,236,6,2,81,1.3,40,79,58,No
U102874,31,Adult,Female,Germany,32,Basic,12.99,Credit Card,Laptop,2,Documentary,139,1,9,41,1.2,41,40,43,No
U102875,28,Adult,Male,Japan,27,Standard,7.99,UPI,Mobile,1,Action,292,1,7,72,2.1,5,72,46,No
U102876,56,Senior,Male,UK,20,Standard,12.99,Credit Card,Smart TV,3,Comedy,289,8,11,47,2.3,39,2,40,No
U102877,26,Adult,Female,Canada,46,Premium,12.99,Debit Card,Smart TV,2,Thriller,245,6,14,93,2.2,27,82,25,No
U102878,43,Adult,Other,France,34,Premium,7.99,Credit Card,Mobile,3,Documentary,66,1,14,92,1.8,9,74,41,Yes
U102879,33,Adult,Male,Brazil,19,Standard,12.99,PayPal,Tablet,3,Comedy,205,7,1,69,2.2,49,90,9,No
U102880,22,Young,Other,Spain,10,Basic,7.99,UPI,Laptop,1,Comedy,231,15,3,84,4.8,2,0,16,No
U102881,27,Adult,Female,Australia,13,Standard,15.99,Debit Card,Tablet,3,Thriller,291,15,5,82,2.1,29,37,48,No
U102882,20,Young,Other,Canada,51,Standard,12.99,Debit Card,Laptop,1,Drama,241,12,2,67,2.9,28,22,40,Yes
U102883,30,Adult,Other,Japan,52,Standard,7.99,Credit Card,Smart TV,1,Sci-Fi,110,17,2,56,3.9,12,32,26,No
U102884,60,Senior,Male,UK,28,Standard,15.99,Debit Card,Laptop,3,Comedy,19,13,9,72,3.5,40,1,48,No
U102885,47,Senior,Other,UK,8,Basic,7.99,PayPal,Mobile,2,Comedy,28,9,5,75,2.6,41,58,19,No
U102886,62,Senior,Other,Germany,53,Standard,7.99,Debit Card,Smart TV,2,Documentary,95,3,8,36,4.6,6,39,7,No
U102887,23,Young,Male,India,22,Premium,15.99,Credit Card,Mobile,3,Romance,128,14,13,64,1.2,2,23,11,No
U102888,34,Adult,Female,USA,54,Standard,7.99,UPI,Mobile,3,Documentary,265,8,10,73,1.7,37,0,23,Yes
U102889,62,Senior,Other,Japan,28,Standard,15.99,UPI,Smart TV,1,Action,59,13,4,59,4.5,19,9,16,No
U102890,36,Adult,Female,Australia,16,Standard,12.99,Debit Card,Laptop,1,Documentary,249,7,13,55,1.6,14,17,33,Yes
U102891,59,Senior,Female,UK,17,Premium,12.99,Debit Card,Mobile,1,Documentary,14,12,4,44,1.8,49,98,27,No
U102892,52,Senior,Female,Germany,40,Standard,12.99,PayPal,Laptop,3,Horror,78,9,1,93,3.4,18,30,9,No
U102893,63,Senior,Male,Australia,42,Standard,7.99,Debit Card,Tablet,3,Comedy,114,3,10,81,1.8,17,5,59,No
U102894,43,Adult,Female,India,49,Basic,7.99,Credit Card,Laptop,2,Documentary,32,17,11,79,2,4,3,27,No
U102895,22,Young,Other,Brazil,40,Premium,15.99,PayPal,Mobile,2,Thriller,146,18,3,97,4.4,41,71,32,Yes
U102896,46,Senior,Female,Japan,19,Standard,7.99,Debit Card,Smart TV,1,Horror,129,17,2,88,3.9,18,9,37,Yes
U102897,54,Senior,Female,Canada,49,Standard,15.99,Credit Card,Laptop,1,Horror,294,18,0,92,2.4,15,86,24,No
U102898,37,Adult,Female,India,54,Standard,12.99,Credit Card,Tablet,1,Thriller,14,2,4,62,3.5,8,69,40,No
U102899,38,Adult,Other,Japan,38,Standard,12.99,PayPal,Laptop,3,Documentary,237,3,8,63,4,1,98,2,No
U102900,27,Adult,Female,Spain,18,Basic,12.99,UPI,Mobile,3,Sci-Fi,296,6,10,43,3.4,5,60,6,No
U102901,22,Young,Female,USA,37,Basic,7.99,PayPal,Tablet,3,Drama,263,13,13,82,2.4,9,75,5,No
U102902,53,Senior,Female,France,29,Basic,12.99,PayPal,Mobile,3,Sci-Fi,66,8,10,30,1.2,15,25,20,No
U102903,23,Young,Male,Australia,15,Basic,12.99,Credit Card,Tablet,3,Sci-Fi,184,10,13,45,4.2,5,53,50,No
U102904,43,Adult,Other,India,21,Standard,15.99,Debit Card,Tablet,2,Sci-Fi,226,15,3,52,4,21,26,10,No
U102905,21,Young,Male,Spain,56,Premium,12.99,PayPal,Smart TV,2,Comedy,202,9,5,32,3.4,2,59,10,No
U102906,56,Senior,Other,Brazil,7,Standard,15.99,Debit Card,Laptop,3,Horror,73,8,7,75,4.5,38,98,46,No
U102907,56,Senior,Female,Brazil,51,Basic,12.99,Credit Card,Mobile,3,Romance,156,13,9,52,4,15,60,46,No
U102908,52,Senior,Other,UK,36,Premium,12.99,PayPal,Laptop,1,Comedy,170,3,4,43,1.6,5,48,39,No
U102909,18,Young,Other,Spain,48,Standard,12.99,PayPal,Mobile,2,Documentary,255,6,9,40,4.2,39,4,27,No
U102910,41,Adult,Other,Canada,22,Basic,7.99,UPI,Smart TV,3,Horror,221,11,6,99,4.3,34,52,16,No
U102911,53,Senior,Other,Australia,55,Standard,15.99,Credit Card,Tablet,2,Horror,138,17,14,71,2.3,31,45,12,No
U102912,23,Young,Male,France,37,Premium,7.99,Credit Card,Mobile,3,Action,263,11,11,82,2.2,48,84,38,No
U102913,58,Senior,Other,India,6,Standard,7.99,UPI,Smart TV,1,Documentary,227,12,11,79,2.6,1,0,3,No
U102914,63,Senior,Male,France,40,Standard,15.99,UPI,Mobile,2,Romance,261,14,10,97,1.5,5,95,48,No
U102915,61,Senior,Male,Brazil,14,Basic,7.99,Credit Card,Mobile,2,Horror,81,5,3,67,3,16,31,41,No
U102916,48,Senior,Female,Australia,17,Premium,15.99,PayPal,Laptop,3,Drama,273,16,8,37,4.2,24,25,43,Yes
U102917,37,Adult,Other,Australia,1,Standard,7.99,PayPal,Tablet,2,Drama,195,5,4,72,3.6,11,98,4,No
U102918,41,Adult,Female,Australia,44,Basic,7.99,Debit Card,Laptop,2,Documentary,298,15,6,96,2.1,23,1,56,No
U102919,42,Adult,Other,Australia,2,Premium,12.99,PayPal,Laptop,2,Drama,110,7,13,58,3.9,6,19,41,No
U102920,53,Senior,Male,France,42,Standard,12.99,UPI,Smart TV,3,Horror,62,15,1,69,1.9,48,21,12,No
U102921,38,Adult,Male,USA,45,Basic,7.99,UPI,Mobile,3,Action,221,2,10,55,4,40,31,24,No
U102922,47,Senior,Male,Canada,38,Basic,12.99,Credit Card,Mobile,3,Comedy,294,8,10,72,4.9,3,13,18,No
U102923,41,Adult,Other,India,46,Basic,15.99,UPI,Tablet,2,Romance,161,8,0,64,3.5,10,87,11,No
U102924,61,Senior,Other,Spain,49,Basic,12.99,PayPal,Mobile,2,Sci-Fi,46,17,1,55,2.6,7,54,32,No
U102925,59,Senior,Other,Brazil,36,Standard,12.99,Debit Card,Mobile,1,Action,210,18,7,69,4.8,39,56,29,No
U102926,47,Senior,Other,USA,55,Standard,15.99,PayPal,Tablet,1,Comedy,56,11,5,82,2.8,4,29,29,No
U102927,39,Adult,Other,Germany,50,Basic,7.99,UPI,Tablet,1,Drama,47,2,4,62,2.7,35,67,37,No
U102928,45,Senior,Female,Spain,21,Basic,12.99,Credit Card,Laptop,3,Thriller,86,3,13,81,1.4,26,54,50,No
U102929,24,Young,Other,Australia,5,Standard,15.99,Credit Card,Mobile,2,Sci-Fi,140,1,8,58,3.7,42,63,52,Yes
U102930,52,Senior,Female,Canada,20,Premium,15.99,UPI,Mobile,2,Thriller,114,19,14,93,4,45,20,15,No
U102931,45,Senior,Other,Brazil,41,Basic,12.99,Debit Card,Tablet,3,Documentary,66,5,4,76,2.3,27,11,55,No
U102932,31,Adult,Other,Germany,58,Basic,15.99,Debit Card,Mobile,1,Drama,68,15,11,36,2.6,13,47,8,No
U102933,27,Adult,Other,USA,22,Standard,7.99,Debit Card,Laptop,3,Sci-Fi,242,3,7,73,1.8,23,96,11,No
U102934,33,Adult,Other,India,40,Premium,15.99,PayPal,Mobile,1,Thriller,161,10,14,89,2.2,49,1,32,No
U102935,33,Adult,Male,Germany,23,Basic,15.99,UPI,Smart TV,1,Romance,77,1,10,51,1.7,10,36,53,Yes
U102936,48,Senior,Male,Brazil,58,Basic,7.99,PayPal,Tablet,3,Drama,205,11,12,66,2.1,20,16,20,Yes
U102937,59,Senior,Female,Brazil,57,Standard,7.99,Debit Card,Tablet,3,Sci-Fi,224,16,3,70,3.9,44,70,54,No
U102938,42,Adult,Female,Japan,1,Standard,7.99,UPI,Smart TV,2,Action,231,16,3,55,3.2,33,36,3,No
U102939,30,Adult,Other,UK,13,Basic,12.99,PayPal,Mobile,1,Sci-Fi,14,1,5,81,4.3,2,15,58,No
U102940,23,Young,Other,Canada,24,Standard,7.99,Debit Card,Laptop,1,Sci-Fi,106,14,4,81,2.7,26,76,10,No
U102941,61,Senior,Other,UK,25,Standard,7.99,PayPal,Mobile,3,Documentary,35,14,3,41,4.8,33,71,8,Yes
U102942,26,Adult,Other,Australia,43,Standard,12.99,PayPal,Mobile,3,Action,189,19,10,55,1.2,12,31,23,Yes
U102943,62,Senior,Male,Japan,28,Standard,7.99,Debit Card,Mobile,1,Action,131,13,13,69,1.2,31,60,13,No
U102944,53,Senior,Female,Australia,4,Premium,7.99,PayPal,Tablet,2,Documentary,183,19,13,55,2.5,31,60,24,Yes
U102945,60,Senior,Female,India,23,Standard,15.99,UPI,Smart TV,3,Action,74,2,13,93,1.5,25,40,59,Yes
U102946,37,Adult,Female,Spain,49,Standard,7.99,PayPal,Mobile,2,Action,279,6,8,94,3.4,43,78,23,Yes
U102947,35,Adult,Male,USA,4,Standard,7.99,PayPal,Laptop,2,Comedy,298,18,8,73,3.8,31,8,53,No
U102948,60,Senior,Other,Germany,40,Premium,15.99,Debit Card,Smart TV,1,Comedy,203,5,12,54,3.1,11,6,46,Yes
U102949,38,Adult,Male,India,58,Standard,7.99,Debit Card,Mobile,1,Action,200,1,14,94,4.1,38,57,42,Yes
U102950,21,Young,Male,UK,34,Standard,12.99,Debit Card,Tablet,3,Documentary,66,11,13,55,2.9,22,13,15,No
U102951,50,Senior,Female,Japan,20,Standard,12.99,Debit Card,Mobile,1,Sci-Fi,89,12,14,69,4.3,6,39,46,Yes
U102952,44,Adult,Male,UK,17,Standard,7.99,PayPal,Mobile,3,Comedy,133,5,11,81,4.5,41,63,12,No
U102953,24,Young,Female,USA,30,Premium,7.99,UPI,Mobile,2,Comedy,152,7,9,65,1.3,45,6,7,No
U102954,23,Young,Male,Japan,28,Standard,15.99,UPI,Mobile,3,Sci-Fi,216,14,0,86,4.4,35,60,25,No
U102955,32,Adult,Female,India,24,Basic,15.99,Credit Card,Tablet,2,Sci-Fi,100,9,9,58,4,35,92,52,Yes
U102956,35,Adult,Female,Spain,48,Standard,7.99,PayPal,Tablet,2,Sci-Fi,122,9,12,37,1.7,31,14,47,No
U102957,49,Senior,Other,France,31,Basic,7.99,Credit Card,Smart TV,3,Comedy,12,17,9,86,4.8,38,98,41,No
U102958,28,Adult,Female,Brazil,32,Standard,7.99,UPI,Smart TV,1,Horror,208,13,9,41,1.2,41,82,33,No
U102959,37,Adult,Male,Japan,38,Basic,7.99,Credit Card,Tablet,3,Comedy,139,3,9,46,1.1,4,37,43,No
U102960,41,Adult,Female,Australia,59,Standard,12.99,Credit Card,Laptop,2,Comedy,164,5,8,70,2,21,98,1,No
U102961,32,Adult,Male,France,29,Premium,7.99,PayPal,Mobile,3,Sci-Fi,77,8,12,72,4.8,15,58,2,No
U102962,24,Young,Female,Canada,7,Basic,7.99,Debit Card,Laptop,1,Horror,287,10,7,36,1.5,26,3,39,Yes
U102963,38,Adult,Other,Canada,52,Standard,12.99,Debit Card,Laptop,2,Sci-Fi,67,7,3,86,2.7,2,74,5,No
U102964,59,Senior,Other,Canada,54,Standard,7.99,UPI,Smart TV,3,Horror,56,12,14,99,2.9,18,60,49,No
U102965,43,Adult,Male,Spain,54,Premium,15.99,Credit Card,Tablet,3,Documentary,98,15,14,67,4.9,29,37,55,No
U102966,61,Senior,Female,India,15,Basic,7.99,Debit Card,Tablet,1,Drama,91,9,1,56,2.7,28,57,1,Yes
U102967,31,Adult,Male,Brazil,56,Standard,15.99,Debit Card,Smart TV,1,Drama,83,8,1,53,4.5,32,88,5,No
U102968,54,Senior,Other,USA,45,Standard,15.99,Debit Card,Laptop,3,Thriller,297,2,3,99,4,10,30,5,No
U102969,38,Adult,Male,Germany,6,Standard,7.99,PayPal,Mobile,2,Horror,289,1,12,96,2.2,5,20,23,No
U102970,35,Adult,Male,Canada,54,Premium,7.99,Credit Card,Tablet,3,Sci-Fi,246,14,10,48,3.6,1,88,8,Yes
U102971,22,Young,Female,India,17,Premium,15.99,Debit Card,Mobile,1,Comedy,157,4,13,49,2.9,44,87,53,No
U102972,20,Young,Other,Japan,33,Basic,7.99,Debit Card,Mobile,1,Horror,115,19,4,46,3.9,5,3,5,No
U102973,40,Adult,Other,USA,44,Basic,7.99,PayPal,Tablet,2,Thriller,235,11,9,47,1.4,19,17,54,No
U102974,43,Adult,Female,Canada,1,Basic,12.99,UPI,Mobile,1,Horror,220,19,7,95,5,33,34,38,No
U102975,54,Senior,Female,France,59,Basic,12.99,PayPal,Laptop,1,Action,171,13,12,75,3.5,44,82,12,No
U102976,41,Adult,Female,Canada,3,Premium,7.99,Credit Card,Mobile,1,Horror,258,2,11,83,4.5,28,58,33,No
U102977,36,Adult,Other,Spain,13,Premium,15.99,PayPal,Smart TV,2,Documentary,163,17,2,76,4.2,17,65,6,No
U102978,42,Adult,Other,Spain,11,Basic,7.99,Credit Card,Mobile,1,Drama,144,11,2,67,3.8,30,9,48,No
U102979,38,Adult,Female,Canada,12,Standard,7.99,Debit Card,Smart TV,3,Thriller,211,5,12,65,3.5,45,28,31,No
U102980,29,Adult,Male,India,18,Standard,7.99,UPI,Mobile,3,Drama,284,14,9,82,1.9,6,59,14,No
U102981,58,Senior,Other,Spain,40,Basic,15.99,PayPal,Smart TV,3,Romance,70,19,1,66,2.5,47,33,10,No
U102982,50,Senior,Female,Japan,16,Basic,15.99,PayPal,Tablet,2,Sci-Fi,223,7,12,71,1.1,26,76,41,No
U102983,21,Young,Female,Japan,33,Basic,12.99,Debit Card,Laptop,2,Drama,153,3,1,54,1.6,16,57,12,No
U102984,59,Senior,Male,USA,41,Premium,12.99,Credit Card,Smart TV,1,Sci-Fi,188,17,11,72,1.8,23,89,19,Yes
U102985,24,Young,Female,USA,4,Standard,15.99,Credit Card,Smart TV,2,Thriller,55,12,3,61,2.2,45,41,30,No
U102986,39,Adult,Male,Australia,24,Standard,12.99,Debit Card,Tablet,1,Sci-Fi,128,16,14,66,1.9,41,93,55,No
U102987,50,Senior,Male,Japan,36,Standard,15.99,PayPal,Laptop,3,Drama,246,1,9,50,3.4,47,22,29,Yes
U102988,34,Adult,Other,UK,47,Standard,15.99,Credit Card,Tablet,3,Romance,68,2,0,82,3.5,5,49,19,Yes
U102989,41,Adult,Female,UK,46,Premium,12.99,PayPal,Mobile,3,Documentary,246,6,7,84,1.8,28,48,53,No
U102990,51,Senior,Other,India,54,Premium,7.99,Debit Card,Tablet,3,Romance,109,15,6,72,2.4,47,77,46,Yes
U102991,45,Senior,Other,Japan,44,Basic,7.99,Debit Card,Smart TV,1,Comedy,216,17,9,39,5,8,49,35,Yes
U102992,60,Senior,Other,India,7,Premium,15.99,Debit Card,Laptop,3,Sci-Fi,93,17,13,34,4.2,17,17,22,Yes
U102993,58,Senior,Female,Brazil,9,Basic,12.99,Debit Card,Tablet,2,Horror,148,14,4,64,1.2,9,22,12,No
U102994,56,Senior,Female,India,37,Premium,7.99,UPI,Tablet,2,Comedy,187,8,9,73,2.6,19,90,24,No
U102995,39,Adult,Female,Spain,19,Basic,7.99,Debit Card,Tablet,3,Romance,235,17,11,76,2.7,15,59,36,Yes
U102996,34,Adult,Other,Spain,57,Premium,12.99,Debit Card,Mobile,1,Thriller,12,17,0,72,3.3,49,11,16,No
U102997,51,Senior,Male,France,58,Premium,15.99,PayPal,Smart TV,3,Romance,288,8,5,65,1.5,41,27,28,No
U102998,23,Young,Other,UK,29,Basic,12.99,UPI,Laptop,2,Thriller,92,5,0,69,3,16,78,41,No
U102999,63,Senior,Male,USA,6,Premium,15.99,Debit Card,Tablet,3,Horror,259,18,2,40,1.5,38,93,44,No
U103000,23,Young,Female,France,36,Standard,12.99,Credit Card,Laptop,2,Comedy,13,15,9,34,1.4,26,11,43,No
U103001,51,Senior,Female,India,58,Standard,15.99,Credit Card,Tablet,1,Horror,156,4,6,40,3.9,16,33,36,Yes
U103002,18,Young,Other,Brazil,22,Standard,7.99,Credit Card,Laptop,1,Romance,174,7,0,53,3.8,2,1,21,No
U103003,27,Adult,Male,Japan,22,Premium,7.99,PayPal,Mobile,2,Horror,229,1,10,80,2.1,24,41,21,Yes
U103004,38,Adult,Female,USA,38,Standard,15.99,Debit Card,Smart TV,2,Documentary,283,6,5,86,2.9,21,10,50,No
U103005,22,Young,Female,Canada,43,Premium,15.99,Credit Card,Smart TV,1,Drama,133,12,0,39,2.1,6,55,18,No
U103006,19,Young,Other,Germany,3,Premium,7.99,UPI,Smart TV,3,Sci-Fi,187,18,13,82,3.7,24,86,47,Yes
U103007,39,Adult,Other,Japan,25,Premium,15.99,Debit Card,Tablet,1,Horror,116,8,0,79,2.7,43,60,6,No
U103008,19,Young,Other,UK,14,Standard,15.99,Debit Card,Smart TV,2,Romance,62,6,5,47,4.8,47,13,33,No
U103009,27,Adult,Male,France,5,Standard,12.99,Credit Card,Laptop,3,Drama,138,14,7,57,4.2,24,19,38,No
U103010,51,Senior,Male,Germany,18,Premium,12.99,PayPal,Smart TV,1,Thriller,136,17,8,50,1.4,11,47,17,No
U103011,33,Adult,Female,Germany,28,Premium,12.99,Credit Card,Smart TV,1,Documentary,272,14,2,86,3.2,30,94,51,Yes
U103012,56,Senior,Other,India,30,Basic,7.99,Debit Card,Smart TV,3,Drama,277,2,13,37,3.2,0,29,33,No
U103013,39,Adult,Female,Spain,36,Standard,12.99,UPI,Smart TV,1,Sci-Fi,20,9,3,48,2.9,36,94,11,Yes
U103014,29,Adult,Male,Germany,6,Standard,12.99,PayPal,Smart TV,3,Sci-Fi,89,7,2,93,4.6,45,64,51,Yes
U103015,41,Adult,Female,UK,31,Standard,7.99,UPI,Laptop,1,Documentary,215,2,13,32,4.7,0,38,24,No
U103016,64,Senior,Female,India,55,Standard,15.99,Credit Card,Tablet,3,Romance,90,13,3,97,1.5,13,13,16,Yes
U103017,57,Senior,Other,France,18,Premium,15.99,PayPal,Smart TV,1,Comedy,20,7,5,71,3.7,49,30,47,No
U103018,55,Senior,Female,USA,25,Standard,7.99,PayPal,Tablet,2,Sci-Fi,107,19,7,32,3,39,97,27,Yes
U103019,27,Adult,Other,France,34,Standard,12.99,Credit Card,Tablet,2,Comedy,229,5,11,68,3.6,32,34,33,No
U103020,52,Senior,Female,Australia,53,Premium,12.99,Credit Card,Tablet,1,Thriller,32,5,10,82,3.7,37,63,26,No
U103021,49,Senior,Female,UK,8,Premium,7.99,Debit Card,Mobile,1,Thriller,174,10,13,67,1.8,3,22,9,No
U103022,24,Young,Male,Spain,28,Standard,12.99,Credit Card,Mobile,1,Horror,151,15,14,31,2.5,4,40,39,No
U103023,38,Adult,Male,Brazil,7,Standard,7.99,Credit Card,Laptop,3,Sci-Fi,230,8,8,34,4.5,31,26,22,No
U103024,37,Adult,Female,UK,34,Standard,12.99,Debit Card,Laptop,1,Romance,58,19,11,37,4.6,12,40,6,No
U103025,43,Adult,Female,France,25,Standard,7.99,UPI,Tablet,1,Drama,203,19,14,84,3.4,15,77,36,Yes
U103026,21,Young,Other,Brazil,54,Premium,15.99,Credit Card,Mobile,2,Horror,258,7,11,57,1.5,27,92,32,No
U103027,63,Senior,Male,UK,1,Basic,15.99,UPI,Smart TV,2,Romance,44,7,8,96,4.1,16,50,52,No
U103028,39,Adult,Male,Germany,43,Basic,7.99,UPI,Mobile,1,Documentary,121,3,1,60,2.6,42,64,25,Yes
U103029,32,Adult,Female,UK,59,Basic,15.99,PayPal,Smart TV,3,Sci-Fi,28,4,10,81,2.9,15,13,45,No
U103030,57,Senior,Other,Canada,2,Basic,15.99,Credit Card,Mobile,2,Horror,29,13,9,35,2.2,32,98,6,Yes
U103031,38,Adult,Male,Germany,34,Basic,12.99,UPI,Mobile,2,Thriller,111,17,0,45,3.9,23,27,33,No
U103032,32,Adult,Female,Brazil,32,Standard,7.99,UPI,Smart TV,2,Horror,282,9,2,38,2.1,5,43,11,Yes
U103033,39,Adult,Female,Canada,12,Basic,12.99,PayPal,Smart TV,3,Romance,25,17,0,96,3.4,14,43,44,No
U103034,45,Senior,Female,Canada,44,Standard,12.99,Debit Card,Smart TV,1,Comedy,92,12,2,51,4.7,24,93,2,No
U103035,31,Adult,Female,India,54,Premium,15.99,PayPal,Tablet,1,Comedy,19,7,8,97,3.5,48,21,50,No
U103036,44,Adult,Female,Germany,26,Standard,15.99,UPI,Tablet,3,Sci-Fi,260,13,1,93,2.6,17,76,49,Yes
U103037,58,Senior,Male,UK,54,Basic,7.99,Credit Card,Mobile,2,Horror,264,4,0,92,1.3,0,16,57,No
U103038,57,Senior,Male,Canada,22,Premium,7.99,PayPal,Smart TV,2,Horror,289,12,11,43,2.5,15,24,10,No
U103039,45,Senior,Other,Australia,43,Premium,12.99,PayPal,Mobile,1,Comedy,95,17,3,93,1.2,47,31,18,No
U103040,43,Adult,Female,Canada,31,Standard,15.99,UPI,Tablet,2,Comedy,145,16,2,36,3.4,1,49,31,No
U103041,19,Young,Other,France,33,Standard,15.99,Credit Card,Tablet,2,Horror,92,15,6,59,1.4,24,99,44,No
U103042,42,Adult,Female,UK,22,Basic,7.99,PayPal,Mobile,3,Horror,292,6,1,42,3.7,15,32,7,Yes
U103043,20,Young,Female,USA,48,Standard,12.99,Debit Card,Tablet,3,Documentary,183,10,8,68,3.9,8,82,3,No
U103044,25,Young,Female,Canada,8,Premium,15.99,Credit Card,Tablet,1,Documentary,182,16,10,68,4.6,1,11,3,No
U103045,61,Senior,Other,France,16,Standard,12.99,Credit Card,Tablet,2,Sci-Fi,48,1,5,36,4.4,24,99,26,Yes
U103046,50,Senior,Female,Japan,28,Basic,12.99,PayPal,Laptop,2,Action,145,7,8,90,2.5,44,80,13,Yes
U103047,59,Senior,Other,Germany,14,Premium,12.99,Debit Card,Smart TV,2,Sci-Fi,241,11,9,79,4.7,33,44,5,Yes
U103048,52,Senior,Male,Brazil,4,Basic,7.99,Credit Card,Tablet,1,Documentary,283,7,5,97,3.7,35,28,51,No
U103049,23,Young,Female,USA,24,Premium,12.99,UPI,Smart TV,2,Thriller,87,16,3,82,4.9,6,83,6,Yes
U103050,56,Senior,Other,Australia,19,Basic,12.99,UPI,Smart TV,3,Action,143,16,5,85,4.9,39,16,54,No
